sentence1	sentence2	label	genre
One of Tintoretto 's best , the Marriage at Cana , is on the wall opposite the entrance , while three of Titian 's most vivid canvases decorate the Cain and Abel , Abraham Sacrificing Isaac , and David and Goliath , their drama heightened by the perspective di sotto in su ( looking up from below ) .	Titian did three paintings depicting Biblical figures .	entailment	travel
Visitors may initially be drawn to the 88-story Petronas Twin Towers or the KL Communications Tower , which are potent symbols of modern Kuala Lumpur .	The Petronas Twin Towers are 88 stories .	entailment	travel
Do n't fall for it .	Go ahead and fall for it .	contradiction	slate
The local tourist office will help you find organized tours into the interior ' on horseback , by boat , and by jeep .	You can find organized tours with the help of the local tourist office .	entailment	travel
If God spare my life , Tyndale once vowed to an educated friend , ere many years I will cause a boy that driveth the plough to know more of the Scripture than thou doest .	Tyndale bartered his captor .	contradiction	slate
We let ourselves out .	We let ourselves out of the yard .	entailment	fiction
There is plenty of evidence that the first gap has been declining -- fairly rapidly by historical standards .	Intensive studies were performed to show the decline in the gap .	neutral	slate
Dreams of the Lefty ( Al Pacino ) and Brasco ( Depp ) ( 30 seconds ) :	Al Pacino never had a role in Dreams of the Lefty .	contradiction	slate
you know the summer really starts in Dallas that i remember one one year seems like it started about the end of February yeah hot	Summer hits in June in Dallas .	contradiction	telephone
Today , the postings often have less to do with greed and more about world affairs , political opinions and advice to young associates and law students .	Greed is a bigger part of the postings than world affairs .	contradiction	government
Gans is an amazing impersonator and an energetic showman who has mastered the art of entertainment .	Gans is an impersonator and showman .	entailment	travel
But Arab opposition to new Jewish immigration and construction in Palestine led to increasing strife ; by 1946 , Jerusalem was an armed camp .	The Arabs and Jews got along really well .	contradiction	travel
That was particularly important at 0-1 , where you always had to fight for a desk and a chair .	The fights often resulted in serious injury and burns .	neutral	fiction
there are too many children that are just conceived and produced and dropped on society	It 's good that there are families who adopt because there are a lot of children who need homes .	neutral	telephone
i do n't know but um it would be great and and if only i mean health is probably the one thing that people should be most concerned with you know especially that makes a good society when people are healthy and they 're not you know they 're not stealing for money to pay for their doctors ' bills	Large medical bills causes some people to go out and stealing things for money .	neutral	telephone
For business , Hong Kong is still a good place to make money , an increasing amount of which will come from China .	Hong Kong is a good place to make money in business .	entailment	slate
West of Daisen-in is the Juko-in monastery , where Sen no Rikyu , the founder of the tea ceremony and its most celebrated master , is buried .	The tea ceremony was spread all over Japan over the next century .	neutral	travel
Assessing Risks and A Guide for Evaluating Federal Agencies ' IT Investment Decision-Making ( GAO/AIMD-10 .	The guide has nothing to do with the government .	contradiction	government
Because the Vacaville program is just starting up , Brownell said the number of people who can be seen each night is small , but plans are already in place to increase the totals .	Brownell is hoping to get additional funding for the Vacaville program .	neutral	government
The Uniform Individual Accident and Sickness Policy Provision Law ( UPPL ) , a model law drafted by the National Association of Insurance Commissioners ( NAIC ) in 1947 , provides insurers with this right .	Insurers have no legal rights or protection , the laws proposed for them will never pass , because individuals and the economy could easily function without insurers since they are expendable .	contradiction	government
A layabout would simply have written a true story .	Layabouts only write stories that are untrue .	contradiction	slate
Upon acceptance of the award , Hankinson said , This award means so much to me .	Hankinson did n't receive the award but it had n't meant a whole lot to him to do so .	contradiction	government
and yeah you can if you can reverse the nozzle on your vacuum cleaner and it blows air out instead of sucking it in and you can	You can reverse the nozzle on your Dirt Devil vacuum cleaner .	neutral	telephone
He stood and gave Selana 's hand a squeeze before he left .	He squeezed Selana 's hand before he left .	entailment	fiction
Kos Town on the western coast is the main settlement , and a fascinating place to explore .	Kos Town is the main settlement and is located on the western coast .	entailment	travel
1 percent , the average nonfederal saving rate since 1998 .	The average saving rate has risen each year to 1 % .	neutral	government
well well speaking of that kind of issue have you kept up with John Wiley Price	He faced a lot of criticism for it , too .	neutral	telephone
The Commission offered the opportunity to comment on the proposed Report and Order to any interested parties , including small entities .	The proposed Report and Order was rejected by the Commission before any opportunities arose .	contradiction	government
The Egyptian pyramid builder , the man who discovered your greatest science , dianetics , the great Cagliostro -- and what a time we had finding his true name !	Cagliostro was Egyptian , and was connected to Egyptian landmarks .	entailment	fiction
The sizeable stainless-steel Geode sphere , made of 6,433 reflecting triangles , houses a cinema with a 360e movie screen 36 m ( 118 ft ) in diameter .	The Geode sphere is too small to house a cinema of any kind .	contradiction	travel
We long ago decided to ignore the poet 's counsel and took the road more traveled .	Taking the road more traveled was a dangerous one , so we took the other one .	contradiction	slate
Legal services programs in Minnesota continue to work together to integrate and provide a full range of services to clients across the state .	The 2HR5 tax provides funding for a bounty of legal services in the state .	neutral	government
The clearest challenge for Customs would be to manage a workload that was growing rapidly and that could not be expected to taper off .	Increased workload is a problem for Customs but hardly the biggest challenge being faced .	contradiction	government
People would stand up for the truth .	There would be people who would stick up for what 's true .	entailment	fiction
You could never be let go . '	Letting go of him was not an option .	entailment	fiction
Or perhaps they were n't .	Perhaps they were not .	entailment	slate
so he went to a used car garage i guess or place and got the bolts and	He did not get the bolts .	contradiction	telephone
Well , said Tuppence meditatively .	Tuppence immediately knew what to do .	contradiction	fiction
All but Collins are running for re-election in 2000 , and all represent states where the removal of Clinton is anathema .	All of them are running for re-election regardless of the Clinton situation .	contradiction	slate
yes and it 's what you do afterwards	And it 's your previous experience that counts .	contradiction	telephone
After an experiment with elections and parliamentary democracy , King Mahendra abolished the constitution in 1962 and instituted the system of panchayat democracy .	King Mahendra died and was buried at his palace in the year 1943 .	contradiction	travel
Jon leaped behind the rock and called for San'doro .	Jon was behind the rock when he called out for San'doro .	entailment	fiction
is like gourmet i mean i just you know what i mean it 's just fun it 's convenient um uh the uh i do n't know if you 've ever heard of Pizzaria	It 's gourmet , fun and convenient . Have you heard of Pizzaria ?	entailment	telephone
and that 's it gets too long and then it uh starts bunching up underneath the lawn mower and i ca n't get it out and and it 's uh it it turns out to be a real mess so i 've got to do it uh uh no later than once a week	it gets too long and breaks the lawnmower sometimes , making a horrible mess .	neutral	telephone
Most major towns have handicraft stores like KL 's Karyaneka on Jalan Raja Chulan , which act as a showcase for products from all over the peninsula and East Malaysia .	Handicraft stores are used to display products from different locations .	entailment	travel
Ferret that I am , I indeed accumulated quite a collection of such instances , along with instances of what you elsewhere term the Holocaust 's commodification .	I got only one example to talk about .	contradiction	slate
LSC continues to make the most use of available technology .	The LSC does not embrace technology at all .	contradiction	government
and the it really pays for itself because oh then the city gets the money from the recycling	It 's self-sustaining since it generates revenue .	entailment	telephone
The Report and Order also requires that , as of November 1998 , importers and manufacturers include volume control in all new phones for use in the United States .	The use of volume control is to protect the hearing of consumers .	neutral	government
These pronouncements on subjective issues annoy me no end .	I really liked these announcements on all issues .	contradiction	slate
uh yeah if you like doing everything twice	Yes , you can file again , if you are doing everything twice .	neutral	telephone
Recommendation # 3 Interventions that have shown promise in other clinical settings should be adapted to and evaluated in emergency departments .	Interventions that have shown promise in other settings should be used in the ED .	entailment	government
Where shall we meet ?	I was hoping we could meet .	neutral	fiction
Only seven stood in their way .	Seven blocked the way .	entailment	fiction
Mandated retirement savings was a bad idea that has seen a disastrous and immoral implementation .	Immoral and disastrous was the implement ion of the terrible idea that is mandated retirement savings .	entailment	slate
North of the River	North from the River .	entailment	travel
He watched the Kal cave in the skull of a fallen rider in the river .	The Kal smashed the rider 's head into five pieces .	neutral	fiction
control type of things i i mean i do n't know if he ever really got violent but they put him in a nursing home and actually the problem that they had with him was more with the hospital the the nursing home you know some day he had a fever or something so they sent him to a hospital which is what they think to routinely do which i think is ridiculous too	He is doing a lot better at the nursing home .	neutral	telephone
yes it is and um now i have got her in a Montessori school	No , it is n't , and I 'm taking her out of school .	contradiction	telephone
As an additional advantage , all of that pro bono service would be done by attorneys already familiar with and trained in the courts they would serve .	Pro bono service would be done by attorneys who have worked in those courts for decades	neutral	government
okay what do you think about the idea of uh	What are your thoughts about the idea ?	entailment	telephone
I wish I had studied Hebrew rather than Latin .	I would have rather studied Hebrew instead of Latin .	entailment	slate
The Persians were followed by Alexander the Great , after whom came two Greek generals Seleucus and Ptolemy , who brought Hellenistic control to the Eastern Mediterranean for some two centuries .	There was no Hellenistic control of the Eastern Mediterranean .	contradiction	travel
yeah like i say it 's not a very controversial thing everyone thinks we should do it it 's just that we 're so lazy i mean like personally i do n't want to clean my i just have can cat food i do n't want to clean the can and take the label off it and put it in a separate bin	No one thinks we should clean our cat food cans .	contradiction	telephone
uh-huh i think they 're made out of aluminum	They 're soda cans .	neutral	telephone
oh i see well i was raised on the Texas Gulf Coast in the summers and during the Christmas holidays we 'd go down to our house on the coast	Some of my best memories are down on the Texas Gulf Coast .	neutral	telephone
After the morose twilight years of the Sun King , the societal tone changed with the satiric pen of Voltaire and the erotic fantasies of Watteau 's paintings and Marivaux 's comedies .	Great comedies were the source of entertainment for local residents .	entailment	travel
-- providing for waivers for small rural carriers ,	There are no waivers available to carriers ,	contradiction	government
The piece includes a handy quiz for couples who want to diagnose their viability .	The included quiz can be used to diagnose medical issues .	contradiction	slate
In dealing with the real issue , the American press is hobbled by its strengths as well as its weaknesses .	The American press is incapable of handling the real issue .	neutral	slate
Not only does government saving directly affect national saving available for private investment , but the federal government also is a key contributor to the nation 's capital stock and productivity through its own investment spending .	The federal government is the majority contributor to the nation 's capital stock and productivity through its own investment spending .	neutral	government
I must confess that I was quite unable to see his attraction .	I knew he liked me .	contradiction	fiction
Sheen will then have a July hearing on whether he violated his probation -- he pleaded no contest a year ago to attacking a girlfriend -- by engaging in drug activity .	Sheen 's probation hearing will not happen until July .	entailment	slate
Saturdays bring throngs of teenagers from the suburbs to shop , watch films , roller skate , munch fast food , and just hang out .	Throngs of teenagers on Saturdays are brought from the suburbs to shop , roller skate , munch fast food , watch films , and just hang out .	entailment	travel
Third , the woman serves the man 's need to be needed .	Thirdly , the woman is able to watch as the man 's needs are unmet .	contradiction	slate
While Social Security provides a foundation for retirement income , saving through pensions and by individuals on their own behalf contribute substantially to retirement income .	Social security should not be the only building block for a full retirement plan .	entailment	government
and i walk i mow my own lawn and i do i do n't have a sprinkler system i i do n't enjoy watering especially	I mow my own lawn and water myself .	entailment	telephone
They would n't attack the same way again .	They had attacked the same way many times .	neutral	fiction
Above the arches you 'll see the	You have to look below the arches to see it .	contradiction	travel
Short-term visitors may have to settle for the condensed highlights , perhaps in a hectic couple of hours .	Short-term visitors wo n't have time for anything .	contradiction	travel
About 8 km ( 5 miles ) on , a secondary road leads to Peeaguila , an exquisite old Moorish village with a sturdy ruined castle .	There is a ruined castle in the old Moorish village and it has been there for centuries .	neutral	travel
You 've no idea !	You do n't have any idea !	entailment	fiction
The resulting competency profile is used to assess gaps in individual or group competency levels and develop human capital strategies to address current or expected future deficiencies .	Many managers view competency profiles as a waste of resources and time .	neutral	government
The engineers we have are snatched from Duality just after dying and revived here while their brains still retain their knowledge .	There are no engineers at Duality .	contradiction	fiction
Because of that , Robertson is all for a zero-tolerance drug law in force at Creston Plaza apartments on Grand Rapids ' Northeast Side .	Creston Plaza Apartments are located on the Southwest side of Grand Rapids .	contradiction	government
Did n't have anythin ' to go back to there .	Did n't have anything to return to there .	entailment	fiction
Even if the place had nothing else , it would be worth the trip , for the Taj , as one calls it affectionately , is a sight that awakens the wonder and enthusiasm of the most blas ? ? , world-weary traveller .	It is never worth visiting the Taj Mahal .	contradiction	travel
The business CIOs work together to determine how IT can be used to reach customers across business lines .	CIOs always delegate IT and customer concerns to other personnel .	contradiction	government
Oro was no longer nose to nose with Shiloh , rather now nose to neck .	Oro was now nose to neck with Shiloh rather than nose to nose .	entailment	fiction
Its eight principles are listed below .	There used to be twelve principles , but they 've consolidated them .	neutral	government
Residents of Ios will tell you that an ancient tomb in the north of the island is that of Homer , author of The Odyssey and The Iliad .	It is only a rumour that Homer was buried in the ancient tomb to the north .	neutral	travel
OK , not the entire building , just my desk .	The desk and the whole building are needed .	contradiction	slate
We 've been fully cooperating with the Department of Justice throughout the whole process and we 'll continue to do so , he said	We will refuse to cooperate with the Department of Justice at all costs .	contradiction	government
A tight chestguard protected her chest but left her stomach bare .	Her stomach was left bare since she only wore a chestguard .	entailment	fiction
The very remoteness of Tohoku was appealing to such religious groups as the Zen Buddhists , who espouse an ascetic , unworldly life and constructed some of the country 's finest Buddhist temples in this northern part of Honshu .	Honshu is where Buddhism is most popular in Japan .	neutral	travel
All right , my beloved nephew , you 'll do the honorable thing !	I know that you 'll do the right thing .	entailment	fiction
That 's not redeploying assets to take advantage of what Sara Lee does best .	That 's not using assets to focus on what Sara Lee does best , which is baking .	neutral	slate
It 's a rotten place , said the young woman without hesitation .	I wish to come back to this lovely place , said the young woman .	contradiction	fiction
he was uh played in the old western movies he was the sidekick of Gene Autry i believe or they i think his name when in the movie was Froggy	He was Gene Autry 's sidekick in most of the old westerns .	entailment	telephone
Why did Jon do that ? asked Ca'daan .	Ca'daan asked Jon why is was climbing the wall .	neutral	fiction
Mintz seems puzzled , musing that it was n't as though he 'd said America had no literature .	Mintz was furious and said America had no literature .	contradiction	slate
demand function Expenditure elasticity of Demand = One percent increase in the household 's total expenditure , M , brings about what percentage change in household-level demand for good j , Dj	Price elasticity of Demand = change in demand divided by change in price	neutral	government
The heat should still have been enough to kill any normal body in fifteen minutes , but he could endure it .	He quickly fell to the ground because of the heat and knew he would be dead in moments .	contradiction	fiction
My European friends always marvel at how hard Americans work , even those who already have plenty of money .	Americans do not work very hard and Europeans marvel about this .	contradiction	slate
These are illuminated in dramatic crowd-drawing ceremonies held in early February and mid-August every year .	It is ignored in the ceremonies .	contradiction	travel
and down in Memphis they had a uh team called the Showboats	Memphis does n't have a team .	contradiction	telephone
with these panels of experts and they go back and forth where everyone 's giving some opinions and sometimes that i i do n't know the value of that because i saw plenty of jokes and and um oh editorial cartoons about all the retired generals making their living during the the Gulf War	The panel of experts have very partisan opinions from each other .	neutral	telephone
He did n't even acknowledge what I had said .	He may not have heard me , therefore excusing the ignoring .	neutral	slate
In a sense , saving more yields a bigger pie , but policymakers will still face the difficult choice of how to divide the pie between retirees and workers .	Policy makers must choose how to divide resources between retirees and workers .	entailment	government
This injection system is principally made from piping that may split off to manifolds for injecting in multiple locations .	The injection system is made of aluminum .	contradiction	government
Although in 88 b.c . , Mithradates made a swift and successful raid from the East across Asia Minor and the Aegean Islands , the next major power change brought influence from the West .	He raided from the West across Asia Minor .	contradiction	travel
In the West , sulfates account for approximately 25-50 percent of visibility impairment .	Sulfates are up to 50 % of the visibility imparments in the west .	entailment	government
I have seen him stand here in Tubacca giving toys and candy to the little ones .	He gave 500 toys to the kids .	neutral	fiction
What do you mean by deceiving me as you have done ? '' We were sitting in the library .	Why have you deceived me like this ?	entailment	fiction
'And over here , we have the Monument of Ages .	Here we have the Monument of Ages .	entailment	fiction
In effect , the potential exists to achieve the sortation without doing the work ; but if the discount is not offered , none of the benefit will be realized .	If the discount is not offered , the benefit will not be realized .	entailment	government
The chapters of this audit guide focus on logically distinct steps of the acquisition process , as described on page 10 of GAO 's acquisition model .	Logicality is not essential to the steps of the acquisition process .	contradiction	government
Tulare County Water Works ca n't raise prices until a July 17 election .	Water is getting more expensive in Tulare .	neutral	government
yeah i do n't even think that will help right now because you never know who 's on whose side and they 're worried about that and they could get over there and change their mind or something you know who knows	I do n't think that will help at the moment , it 's hard to work out who is on each side , they worry about it and could change their mind	entailment	telephone
i can agree with that and uh i know one thing we we need to do a lot of spending cuts instead a lot of raising taxes because that 's what 's really hurting everybody 's goat	I think tax raises are the only solution here .	contradiction	telephone
but but he keeps himself on that i mean he found it 's it 's so easy to spend five dollars a day on lunch	Since he spends 5 dollars a day on lunch , is he on a budget ?	neutral	telephone
You see , I was right !	Do n't you understand that I was correct ?	entailment	fiction
First , the publication took the position that the e-mail pitch mistakenly went out under the guise of a Red Eye editorial product , when in fact it was a paid political advertisement .	The email was a very sneaky political advertisement according to the publication .	neutral	slate
The pessimistic one will lead to the other .	The Pessimistic one will always follow each other .	entailment	slate
Standing at the depot at Main and Fremont streets , railroad officials auctioned 1200 lots they had subdivided from forty square blocks of desert scrub .	The depot at one point had ownership of at least 1200 lots .	entailment	travel
And , as for the type of respect we Machiavelli 's advice -- that it is better to be feared than loved -- will make much less sense in the 21 st century than it did in the 16 th . Goodwill toward America is becoming a national-security asset worth cultivating .	America needs more goodwill from other countries .	neutral	slate
The house 's famous Long Gallery has Pompeian fresco inspired designs and Venetian chandeliers ; the great staircase is the work of Simon Vierpyl ; and the plasterwork is by the Francinis .	The Francinis created the house 's great staircase and Simon Vierply was responsible for the plasterwork .	contradiction	travel
No one has suggested that Reno has a financial or personal stake in the latest scandal .	It was suggested in previous scandals that Reno had a personal stake .	neutral	slate
Duck through a low passage between two shops across the street to find the Til Mahadev Narayan Temple .	Enter the Til Mahadev Narayan Temple by following the large open passageway .	contradiction	travel
The Folies Bergares ( rue Richer ) , which launched the careers of Josephine Baker , Mistinguett , and Maurice Chevalier , and the Lido on the Champs-Elysees are both classic survivors .	Josephine Baker sang with Maurice Chevalier accompanying her at the Folies Bergares .	neutral	travel
okay my views it asked for my views so my views on that are yes i do still consider them a threat	my opinion is that i do indeed still regard them as a menace	entailment	telephone
oh i can camp just about most anyway camping or uh motor home is nice uh travel trailer pop up	There was an increase in the number of tourists camping in motor homes that year .	neutral	telephone
The Babylonians destroyed Solomon 's Temple in 587 b.c . and led the Jews into captivity .	The Jews were taken captive after losing a war against the Babylonians .	neutral	travel
you miss the whole thing that 's funny	It 's humorous how you missed the entire thing .	entailment	telephone
Other marauders gathered and placed tankards under the gushing bodies .	They placed the items under the bodies .	entailment	fiction
Seems like you 've got you a four-legged gold mine there , Kirby , he said .	He said , Kirby , it seems that you have got a four-legged gold mine here .	entailment	fiction
Thus , rural ( and highway contract ) routes serve slightly less than 25 percent of total residential delivery points ; this is the same as the percentage of the population living in rural areas .	Over 50 percent of the population lives in rural areas .	contradiction	government
The LSC does not itself provide legal services , but rather grants federal funds to legal services programs across the country .	The LSC is providing a noble service to help needy people .	neutral	government
The primary federal regulator in connection with financial accounting and reporting for public companies is the Securities and Exchange Commission ( SEC ) .	The SEC also regulates privately held companies .	contradiction	government
The metrics described here will generally be used after contract award , in order to assess how well the agency is managing the system development process .	The metrics are for after the contract gets awarded so then you can see how the agency is performing .	neutral	government
Reassure yourself , my dear Boris .	Cheer up , Boris .	entailment	fiction
CII also has developed a training module intended to assist organizations in adopting this recommended approach to preproject planning .	Cll created a training module for helping organizations in using the recommended approach to project planning .	entailment	government
Addi ? ­tional alternatives are house and apartment rentals and camping or caravanning .	Staying in a hotel is the only way .	contradiction	travel
Didion , in other words , has written a fast-paced story , not just her usual series of fractured stories .	Didion wrote a fast-paced story .	entailment	slate
The other takes about three hours and involves a pretty steep climb along the way to 25 Fontes ( 25 Springs ) as the name suggests , a verdant and water-filled spot .	The easily traveled road leads down to the 25 Fontes , a dry and rocky desert valley .	contradiction	travel
The majority of the analytical assumptions used to develop the Base Estimate have been reviewed and approved by EPA 's Science Advisory Board ( SAB ) .	EPA 's Science Advisory Board reviewed and approved most of the Base Estimate 's analytical assumptions .	entailment	government
Mercury is a naturally occurring element , but human activity mobilizes mercury in the environment , making it more bioavailable .	Mercury was an artificially created element for warfare .	contradiction	government
The beginning of Babitch 's troubles ( Rapaport ) ( 58 seconds ) :	Babitch lived a trouble-free life	contradiction	slate
The FDA did not identify any other statute or executive order imposing procedural requirements relevant to the rule .	The fda thoroughly investigated the order	neutral	government
And Hanson found that his strong and nearly indestructible body still had limits .	Hanson 's body had limits , even though it was strong .	entailment	fiction
There 's another thing , said John suddenly , and the unexpected sound of his voice made me start guiltily .	The surprising tone of his voice started making me feel bad .	entailment	fiction
No way you 'll get that kind of freedom of choice from , say , those bastards at Mobil Exxon !	Exxon will not give you that kind of freedom of choice .	entailment	slate
I certainly hope to spend even more time in the Seattle area .	Spending more time in the Seattle area is a hope of mine .	entailment	slate
Good morning , she remarked cheerfully .	She had a great night and was ready for a good morning .	neutral	fiction
The capital of Naxos , Hora , sits on the western coastline and is served by a rather breezy but extremely busy port .	Hora attracts boats from around the world to it 's port .	neutral	travel
It would take 2-3 years to add a plant ; and this would only be done after a regulation was put in place , the technical advantages of ACI for mercury removal were proven relative to other approaches , and a clear time-line for compliance was mandated .	The last plant added took about 2 and a half years .	neutral	government
Right now , ADSL is ridiculously expensive -- more than $ 1,000 for the modem alone .	It costs more than $ 1000 for the ADSL modem .	entailment	slate
no it 's uh it 's about an eight or nine hour drive really	It 's about a day of flying to there .	contradiction	telephone
These two cases illustrate the need to pursue U.S. interests on two tracks -- together as possible and alone as necessary ( or , in diplomatic jargon , multilaterally and unilaterally ) .	They knew that the two train tracks were bound to overlap .	contradiction	slate
The modern town of Luxor is one of two towns forming tourist bases on the Nile Valley .	Besides Luxor , a tourist base is forming around Cairo .	neutral	travel
But -- hey , you ca n't be !	No , you could n't be !	entailment	fiction
uh i 've got a Bible that uh has a little bit of a uh a glossary in the back and it helps explain who people are that 's that 's about the hardest thing is who 's related to who	My bible has a glossary in the back that explains who people are .	entailment	telephone
i i was giving my boss a hard time because i kept waiting for my name to came come up you know they never they never called me they never you know	I figured I would be called , but I was n't .	neutral	telephone
The Slums of Beverly Hills also walks a line between two genres , in this case coming-of-age sex comedy and autobiographical monologue .	The Slums of Beverly Hills never formed a rift of genres , instead only focusing on coming-of-age sex comedies .	contradiction	slate
You can walk back to the center of town along the Corniche .	The only way to return to the town center is by walking along the Corniche .	neutral	travel
Now her most serious ambition is to get reacquainted with her husband ...	She is not interested in getting to know her husband again .	contradiction	slate
System dispatch , which determines the proper and most efficient use of the existing and new resources available to utilities and their customers , is optimized given the resource mix , unit operating characteristics , and fuel and other costs .	System dispatch determines how best to use the resources .	entailment	government
This is an automated announcement .	This is a live person speaking .	contradiction	fiction
At the northern edge of the district is Bozu Jigoku ( Monk 's Hell ) , an obscenely bubbling mud pond where a Buddhist temple once stood until it was submerged in an earthquake back in the 15th century .	You can find Bozu Jigoku at the southern edge of the district .	contradiction	travel
Areas may go in and out of fashion but each will remain instantly recognizable to the visitor .	Besides going in and out style , each area might even undergo a redesign that still seems familiar to visitors .	neutral	travel
Dedicated to games and toys of yesteryear , it is perhaps more suited to adults than children .	Children today would n't enjoy old toys or games as much as children did then .	neutral	travel
i know especially if your uh your reimbursement did n't come through	If your reimbursement does come through .	contradiction	telephone
Lake had shown poor ethical judgment and would have been lousy at the CIA job anyway .	A lack of ethical judgment was demonstrated by Lake .	entailment	slate
Extramarital affairs	Not an extramarital affair .	contradiction	fiction
The Cyclades and the Sporades island chains were also included in this new state .	The Sporades islands were not part of this new state .	contradiction	travel
what branch were you in what branch were you in i was too	I was in your branch .	neutral	telephone
uh i have n't had too much experience with uh judges and jurors i 've uh served on a jury one time and uh i think one of my concerns after that experience was uh finding that there tend to be people in the jury that ca n't bring themselves to sentence someone	I think it 's a flaw in the legal system that many would get to run free simply because people do n't want to wish harm upon someone .	neutral	telephone
Jon saw the look of confusion on the smithies face .	They did n't understand what Jon was saying .	neutral	fiction
Bauerstein .	Not Bauerstein .	contradiction	fiction
The main road skirts the eastern side of the lake ; the minor route on the west bank , however , is prettier , affording dramatic views of Helvellyn Peak in the distance .	The road on the eastern side is jam-packed with vacationers in summer .	neutral	travel
Assets are correspondingly reduced or increased .	Assets stay the same .	contradiction	government
Celtic tribes ' probably from eastern Europe ' came looking for greener pastures in the areas that are now Franche-Comt ? ? , Alsace , and Bur ? ­gundy .	Celtic tribes went there looking for a better place .	entailment	travel
He watched Ca'daan , perhaps gauging his reaction .	Ca'daan had no reaction .	contradiction	fiction
We can flee north but your nephew tells me that the torrent will soon cut off that path .	The torrent will soon cut off the northern path by knocking over all the trees .	neutral	fiction
yeah he 's nice	He 's nice and funny	neutral	telephone
oh i know it and i have gone back and after i i graduated i read some of the old classics that i just bluffed my way through and have found that i enjoy them quite a bit too uh	After I graduated , I read books by Mark Twain .	neutral	telephone
was trying to fight for survival outside the body of its former carrier .	It died .	contradiction	fiction
Meanwhile , Olivia fits right into the role of the beautiful-blonde-who-isn't-really-a-bimbo .	Olivia thinks others believe she is a bimbo .	neutral	slate
Surely that is , paradoxically , the most persuasive reason to slow down a bit at work and hang out more at home .	It was persuasive to work harder and not go home .	contradiction	slate
Reductions of NOx , particularly during winter and spring , are critical for addressing these concerns .	Reducing NOx is not important .	contradiction	government
Colorful temples are presided over by priests , and reed boats ply the waterways in this interesting park that will certainly help children understand how the people may have lived it may also help the adults .	Reed boats travel across the waterways and priests preside over the colorful temples .	entailment	travel
Another co-sponsor , Rep .	Rep is the second and final co-sponsor .	neutral	slate
LOS ANGELES - As an undergraduate at Cornell University , Laurie D. Zelon monitored campus demonstrations .	Laurie D. Zelon was a student at Cornell University .	entailment	government
If the actual repayment is different from the previous estimate , the present value of the difference between cash inflows and outflows over the term of the loan -- calculated as of the date of disbursement -- is reestimated and is recognized as a subsidy expense or a reduction in subsidy expense .	The estimate may differ from the actual repayment .	entailment	government
well that 's neat my uh my husband was uh was a boy scout and he uh actually went very far in the boy scouts and he was in The Order of the Arrow and he absolutely um you know the earth is is part of him and he is part of it and i think that 's a real important thing and we we enjoy going camping we have n't yet had them sleeping on the ground primarily because to them uh or to the five year old the two year old would freak out about it but she would n't quite get totally unnerved but the five year old still has a fear of spiders	Camping has always been very important to my husband and we are teaching our children to love it too .	entailment	telephone
so they 'd just rather replace something and charge you for the new part rather than just you know fixing the part	They prefer replacing it rather than fixing it .	entailment	telephone
yeah uh-huh and that does make a big difference	It for sure makes a big difference .	entailment	telephone
well i almost felt like it was too much indeed i found myself restricting my viewing to a couple of hours a day one in the morning and one in the evening	I had insatiable desire to watch so I began sitting at home all day viewing .	contradiction	telephone
The ICRs contain the information required by the Act including the reasons for the collection of the information , the type of information and an estimate of the burden imposed on respondents .	The ICRs do n't have any information at all about the Act .	contradiction	government
As far as Pundit Central knows , this is the first instance of talking heads elevating their own comments to the status of newsworthy chat fodder .	Talking heads always elevate their own comments .	contradiction	slate
A generation ago , dentists filled teeth and cast dentures because that 's all they knew .	Modern dentistry is a marvel of science and discovery .	neutral	slate
Next to the Ramban is the Yehuda HeHasid Synagogue , also known as the Hurva ( ruined ) Synagogue .	The Ramben is a farmer 's market where people sell livestock and vegetables .	neutral	travel
That 's all . Tuppence went back to the pantry more thoughtful than ever .	Tuppence could not stop thinking about how he would propose .	neutral	fiction
yeah i would think i would think a cave would be could have problems like that too	Yes , I think a cave could have the same type of problems .	entailment	telephone
well i envy that what a great life	I am envious of a great life .	entailment	telephone
well we got a lot of barbecue places around around the Dallas area Spring Creek Barbecue that 's right in Richardson and it uh i i like the barbecue there um and it it 's fairly reasonable you can get um it i mean if if you know you go through the line and and pick up your food	I got a lot of places where I can barbecue .	entailment	telephone
He grabbed the man 's arm and tunic , turned left , and threw the man hard over his hip .	He grabbed on to the other mans arm and threw him over his hip .	entailment	fiction
and i i 've noticed more and more i would say over the last six months	I have n't seen it any more frequently in the last 6 months .	contradiction	telephone
oh yeah i 'd like to have one for the house too but sometimes my husband my husband says usually i work on the computer all day at work i do n't want to come home and have to work on one too	I never use my computer ever , I do n't even own one .	contradiction	telephone
Culturebox 's Rusty Shakespeare	Culturebox is having issues expressing its thoughts coherently .	neutral	slate
As you walk through Dublin 's streets it will sometimes seem that there 's a pub on every corner .	Dublin 's streets are littered with pubs .	entailment	travel
that is pretty bad	That 's the best .	contradiction	telephone
They must have been off searching somewhere else .	The group was searching the ravine .	neutral	fiction
i guess i guess these are going to croak too since i 've got cats i decided to get some catnip	I decided to get some catnip , which seemed like a good idea since I have cats .	entailment	telephone
This one was tall and broad with a wide-bladed sword on his back .	This had a wide-bladed sword on his back and was tall and broad .	entailment	fiction
And whatever else you desire .	And anything else you might need .	entailment	fiction
From there , you can take a bus ( still on the same pass ) along the Sumiko River to Odawara , and then back by train to Tokyo .	The bus ride along the Sumiko River is a great way to appreciate the landscape .	neutral	travel
